Transaction_ID,Customer_ID,Transaction_Amount (in Million),Transaction_Time,Transaction_Date,Transaction_Type,Merchant_ID,Merchant_Category,Transaction_Location,Customer_Home_Location,Distance_From_Home,Device_ID,IP_Address,Card_Type,Account_Balance (in Million),Daily_Transaction_Count,Weekly_Transaction_Count,Avg_Transaction_Amount (in Million),Max_Transaction_Last_24h (in Million),Is_International_Transaction,Is_New_Merchant,Failed_Transaction_Count,Unusual_Time_Transaction,Previous_Fraud_Count,Fraud_Label
139150,54094,9,0:43,4/5/2025,ATM,34029,Restaurant,Dubai,Lahore,531,295258,244.220.224.235,Debit,26,7,2,3,4,Yes,Yes,2,Yes,0,Normal
955444,99206,2,22:15,3/6/2025,POS,82287,Clothing,Singapore,Multan,273,651835,111.218.118.15,Credit,32,7,1,1,1,Yes,Yes,2,Yes,1,Normal
799800,37644,2,18:27,3/19/2025,Online,84044,Clothing,Lahore,Multan,501,343905,113.186.59.57,Credit,6,1,24,4,5,Yes,No,1,No,0,Normal
233327,95409,7,6:48,2/10/2025,ATM,59113,ATM,Kuala Lumpur,Faisalabad,419,854310,71.198.235.211,Debit,6,2,10,4,2,Yes,Yes,2,No,1,Normal
934490,45101,9,20:30,1/7/2025,POS,40066,ATM,Faisalabad,Faisalabad,506,699656,28.30.37.14,Debit,28,2,2,3,5,Yes,No,1,Yes,1,Normal
714946,60337,5,12:07,3/30/2025,ATM,95600,ATM,Lahore,Multan,10,637220,133.8.162.149,Credit,13,4,22,2,7,No,Yes,2,Yes,1,Normal
949207,72956,7,6:59,1/4/2025,Online,33654,Clothing,Multan,Karachi,235,520994,75.205.167.171,Debit,32,7,13,1,3,No,No,0,No,0,Normal
262236,18185,8,16:35,1/28/2025,ATM,34667,Electronics,Kuala Lumpur,Karachi,545,653562,195.206.11.85,Debit,4,6,10,3,2,No,Yes,1,No,1,Normal
506238,20648,6,11:30,1/4/2025,Online,40804,Restaurant,Dubai,Lahore,294,436502,104.243.58.236,Credit,38,5,8,1,6,No,No,2,No,1,Normal
710699,41460,3,6:02,4/24/2025,Online,27758,ATM,Kuala Lumpur,Multan,538,424741,167.183.72.246,Credit,36,4,20,3,6,Yes,No,0,Yes,1,Normal
858394,86538,9,21:57,4/12/2025,ATM,71799,Restaurant,Dubai,Karachi,90,304005,69.47.12.2,Debit,6,7,12,1,8,No,Yes,1,Yes,1,Normal
740199,27016,1,23:19,4/17/2025,POS,95517,Clothing,Lahore,Islamabad,132,971908,13.239.118.1,Credit,8,6,7,3,5,No,No,1,No,1,Normal
914492,21594,7,19:07,1/1/2025,ATM,26863,Clothing,Lahore,Karachi,341,194704,173.217.22.71,Debit,20,6,19,2,1,Yes,No,1,Yes,1,Normal
935817,38150,1,21:26,4/21/2025,ATM,88320,Grocery,Faisalabad,Faisalabad,497,260121,88.214.245.21,Credit,25,7,11,4,5,No,Yes,0,Yes,1,Normal
829076,19422,8,22:53,1/4/2025,ATM,66929,Clothing,Dubai,Lahore,559,845667,237.200.32.235,Credit,19,1,17,2,8,No,Yes,0,Yes,1,Normal
646675,60527,9,0:28,4/8/2025,ATM,18154,Restaurant,Lahore,Islamabad,260,407324,188.114.242.60,Credit,24,6,17,5,9,No,Yes,1,No,1,Normal
684720,27350,1,1:49,4/26/2025,Online,78443,Clothing,Bangkok,Multan,237,806430,129.177.113.167,Credit,29,7,18,3,7,Yes,Yes,1,Yes,1,Normal
539967,53677,3,18:57,2/6/2025,ATM,46206,Restaurant,Dubai,Faisalabad,351,956453,112.172.86.36,Debit,23,1,2,2,7,Yes,No,2,No,0,Normal
285673,44097,8,3:05,4/27/2025,POS,26590,Restaurant,Faisalabad,Islamabad,352,591548,119.97.129.215,Debit,38,4,3,1,5,No,Yes,2,Yes,0,Normal
502235,45297,7,11:23,4/3/2025,Online,76881,Clothing,London,Karachi,177,409201,230.78.55.196,Debit,29,2,23,4,7,Yes,Yes,2,No,0,Normal
494806,20846,6,0:55,2/27/2025,Online,93876,Electronics,Lahore,Karachi,548,872900,31.78.159.246,Debit,35,5,18,2,5,No,No,0,No,0,Normal
366395,66198,9,22:14,2/7/2025,POS,33124,Electronics,London,Faisalabad,364,875724,69.144.216.190,Debit,35,2,15,5,4,No,No,0,Yes,1,Fraud
622173,98935,4,13:24,3/26/2025,ATM,51944,Clothing,London,Multan,569,873509,6.198.228.190,Credit,31,1,6,5,3,No,Yes,1,Yes,0,Normal
660906,89429,6,15:17,1/20/2025,Online,49217,Restaurant,Lahore,Multan,22,179595,131.115.244.30,Debit,18,4,6,4,2,Yes,No,0,Yes,0,Normal
405845,56298,9,4:46,2/18/2025,POS,84126,Grocery,London,Lahore,498,109084,216.15.62.242,Debit,11,1,15,5,6,Yes,Yes,1,Yes,0,Normal
117936,21716,5,7:49,3/3/2025,Online,67650,Fuel,Bangkok,Faisalabad,525,741180,145.81.46.136,Credit,32,7,5,5,1,Yes,No,1,Yes,1,Normal
626785,64817,3,15:47,4/13/2025,ATM,37405,Electronics,Bangkok,Lahore,84,228126,81.244.137.249,Credit,28,3,19,5,6,Yes,No,1,Yes,0,Normal
723879,17808,5,22:47,1/9/2025,ATM,94151,Restaurant,Karachi,Multan,197,727192,73.119.14.236,Credit,4,1,20,2,4,No,Yes,2,Yes,1,Normal
332063,33207,5,3:52,4/11/2025,POS,12317,Grocery,Singapore,Lahore,253,912998,234.89.13.63,Credit,9,3,7,4,8,No,Yes,0,No,1,Normal
863664,26643,7,11:34,1/20/2025,Online,66558,Electronics,Bangkok,Faisalabad,479,631238,164.36.195.14,Credit,12,5,8,3,8,No,No,0,No,0,Normal
721395,36355,7,9:11,2/15/2025,Online,19077,ATM,Lahore,Multan,427,172777,138.193.196.46,Credit,6,6,1,4,7,No,Yes,0,Yes,1,Normal
439850,89441,9,23:41,1/19/2025,ATM,71533,Restaurant,Multan,Karachi,179,306839,181.174.229.56,Credit,20,6,20,2,3,Yes,Yes,1,Yes,0,Normal
753752,69218,2,13:57,1/24/2025,Online,23224,Clothing,Lahore,Islamabad,428,353244,119.192.37.26,Debit,34,1,6,3,7,Yes,Yes,0,No,1,Normal
786221,97462,4,11:45,1/26/2025,Online,69315,Fuel,Dubai,Multan,386,557141,168.193.216.25,Credit,36,4,1,2,2,Yes,No,2,No,1,Normal
542981,91548,6,2:20,2/20/2025,POS,74885,Grocery,Karachi,Karachi,25,559477,195.252.53.118,Credit,34,5,13,3,2,Yes,Yes,0,Yes,1,Normal
769825,88791,4,2:27,2/22/2025,ATM,10197,Fuel,Faisalabad,Islamabad,252,649674,207.52.30.162,Credit,23,6,8,1,9,Yes,Yes,0,No,0,Normal
533108,46158,6,11:51,2/17/2025,Online,75550,Fuel,Kuala Lumpur,Lahore,535,527666,206.54.126.159,Credit,33,2,6,3,2,Yes,Yes,1,Yes,0,Normal
265341,17107,6,1:36,4/28/2025,POS,27421,Restaurant,Kuala Lumpur,Islamabad,241,479414,80.234.211.81,Credit,7,6,2,1,5,No,Yes,0,No,1,Normal
800903,69057,5,4:32,2/13/2025,ATM,34641,Grocery,Bangkok,Faisalabad,511,835758,84.43.138.101,Debit,4,1,7,1,1,No,Yes,2,Yes,1,Normal
844477,69613,5,20:45,3/16/2025,POS,64029,Electronics,Multan,Islamabad,311,757565,176.60.185.177,Debit,3,7,13,4,4,No,Yes,0,No,1,Normal
439978,85176,1,14:04,4/15/2025,ATM,76735,Electronics,Faisalabad,Lahore,575,361172,43.244.155.78,Debit,24,7,21,4,8,Yes,Yes,2,No,1,Normal
998248,36359,5,23:04,4/23/2025,Online,27734,Fuel,Islamabad,Islamabad,322,349574,139.83.175.226,Debit,31,3,11,4,8,Yes,No,1,No,1,Normal
128939,81349,1,3:21,2/23/2025,ATM,42764,Clothing,Multan,Faisalabad,272,555582,106.117.112.40,Credit,20,6,14,1,7,Yes,No,1,No,0,Normal
365855,15596,7,8:48,1/12/2025,POS,35686,Fuel,Faisalabad,Multan,158,747766,247.182.52.63,Credit,3,1,8,5,5,Yes,Yes,0,No,0,Normal
540392,53853,5,19:27,4/12/2025,Online,76172,ATM,London,Multan,111,906497,173.137.146.172,Credit,17,6,14,1,9,Yes,No,2,Yes,0,Normal
612422,38085,5,16:22,2/1/2025,ATM,98200,Clothing,Kuala Lumpur,Faisalabad,129,453794,82.201.70.2,Credit,17,1,23,4,9,Yes,Yes,0,No,1,Normal
156640,89901,8,7:18,4/16/2025,Online,48034,Clothing,Faisalabad,Islamabad,68,958022,89.212.250.204,Debit,27,5,6,4,5,Yes,No,1,Yes,0,Normal
184265,70580,8,8:47,1/6/2025,ATM,29797,Fuel,Lahore,Lahore,375,902760,73.186.22.138,Debit,3,5,1,1,2,No,Yes,1,Yes,1,Normal
974006,59931,9,3:09,3/18/2025,POS,72442,Clothing,Multan,Lahore,350,954560,71.228.92.175,Debit,4,3,2,5,2,No,Yes,1,No,0,Normal
446079,60161,6,5:09,2/18/2025,ATM,54842,Fuel,London,Multan,195,645592,229.67.55.6,Debit,8,6,19,2,6,No,Yes,2,No,1,Normal
882026,71914,6,8:09,4/14/2025,ATM,64750,Electronics,Lahore,Multan,140,956051,232.22.43.86,Debit,39,7,19,3,5,No,Yes,1,No,1,Normal
198473,94711,3,21:34,2/24/2025,POS,99220,Grocery,Faisalabad,Lahore,454,993350,98.252.114.254,Credit,34,3,18,3,7,No,Yes,0,Yes,0,Normal
991459,45016,4,4:19,3/7/2025,ATM,32799,Grocery,Kuala Lumpur,Karachi,590,425576,7.61.105.233,Debit,28,5,6,2,2,Yes,Yes,2,Yes,0,Normal
516142,97214,1,17:57,1/13/2025,Online,67629,Electronics,Kuala Lumpur,Lahore,254,714529,254.1.104.231,Debit,24,4,19,2,4,Yes,Yes,0,Yes,1,Normal
857561,27805,2,17:45,2/20/2025,ATM,51177,Electronics,Karachi,Karachi,263,145059,213.40.200.4,Debit,37,2,15,1,3,Yes,Yes,1,Yes,0,Normal
334888,55757,6,20:09,4/16/2025,ATM,75924,Restaurant,Singapore,Faisalabad,27,178177,202.181.228.30,Debit,16,4,19,3,6,Yes,Yes,2,No,1,Normal
760758,56145,5,19:34,3/28/2025,POS,36586,Clothing,London,Islamabad,344,989082,23.63.86.154,Debit,5,2,2,1,8,Yes,No,2,Yes,1,Fraud
737353,96350,8,2:47,4/4/2025,POS,20634,Clothing,Karachi,Faisalabad,188,156375,219.169.141.252,Credit,5,2,6,4,5,No,No,2,Yes,1,Normal
848110,21690,5,12:33,1/19/2025,ATM,67069,Restaurant,London,Multan,504,197384,226.121.114.13,Debit,15,1,15,2,3,Yes,No,1,No,1,Normal
523999,22463,4,2:52,5/1/2025,POS,24674,Grocery,Faisalabad,Multan,474,665908,254.248.122.6,Credit,24,4,9,3,6,Yes,Yes,0,No,1,Normal
470619,79432,8,14:21,1/14/2025,ATM,40245,Fuel,Faisalabad,Lahore,266,124041,195.3.72.185,Debit,6,3,22,5,1,No,No,2,Yes,1,Normal
416702,13387,9,15:17,4/16/2025,POS,76801,Grocery,London,Faisalabad,286,989793,104.123.41.114,Credit,35,3,22,3,4,Yes,Yes,1,Yes,0,Normal
604957,77281,4,8:38,1/11/2025,POS,19110,Grocery,London,Faisalabad,593,476193,37.79.152.11,Debit,35,5,24,1,6,No,No,1,No,0,Normal
120673,26576,5,7:06,3/30/2025,POS,11075,Fuel,Islamabad,Multan,577,449383,93.202.151.22,Debit,6,4,18,2,5,No,Yes,1,Yes,1,Normal
956622,72833,8,18:47,3/26/2025,ATM,11309,Grocery,Faisalabad,Islamabad,555,613287,229.59.22.214,Credit,22,1,6,5,7,No,Yes,2,Yes,0,Normal
583853,25546,9,6:56,1/8/2025,POS,33528,Clothing,Kuala Lumpur,Lahore,245,641730,217.147.46.174,Credit,17,5,9,3,5,Yes,Yes,1,Yes,1,Normal
950321,43223,7,18:00,3/23/2025,POS,74742,Grocery,Multan,Lahore,185,500447,241.236.210.202,Debit,6,1,23,4,7,Yes,No,0,No,1,Normal
536180,13087,7,3:25,1/13/2025,Online,63650,ATM,Singapore,Karachi,101,439900,168.182.120.65,Credit,7,7,3,3,7,No,Yes,1,Yes,0,Normal
250570,47510,4,4:09,2/28/2025,Online,79447,Restaurant,Dubai,Karachi,5,371189,83.39.177.111,Debit,28,6,12,5,1,No,No,2,Yes,0,Normal
616659,34418,4,18:30,2/26/2025,POS,64519,Electronics,Lahore,Karachi,129,917348,8.172.70.138,Credit,12,1,9,2,1,No,No,1,No,1,Normal
697914,91039,2,18:31,4/25/2025,ATM,34676,Restaurant,Dubai,Karachi,506,416446,20.93.199.234,Credit,8,2,4,1,3,Yes,Yes,0,Yes,1,Normal
543397,24491,6,6:19,4/14/2025,Online,96416,Fuel,Karachi,Islamabad,151,199560,154.114.181.83,Debit,39,3,4,5,7,No,Yes,0,Yes,1,Normal
175040,25900,9,17:59,4/14/2025,ATM,34684,Restaurant,Multan,Karachi,232,881438,97.245.212.216,Credit,33,3,3,3,5,Yes,No,1,Yes,1,Normal
115885,92482,6,6:38,1/6/2025,Online,72506,Clothing,Dubai,Multan,325,386309,43.212.123.241,Debit,35,3,7,5,9,Yes,Yes,2,No,1,Normal
434885,65576,2,3:55,4/11/2025,Online,44928,Fuel,Karachi,Lahore,108,405381,166.220.20.203,Credit,22,6,3,5,2,No,Yes,1,No,0,Normal
640064,73551,5,2:35,4/3/2025,ATM,11597,ATM,Karachi,Lahore,457,748797,206.11.14.14,Credit,7,1,13,3,1,Yes,No,0,No,1,Normal
233875,62858,4,11:08,4/30/2025,POS,89888,Fuel,Karachi,Multan,447,875093,4.155.225.158,Debit,16,4,18,2,7,Yes,Yes,0,Yes,1,Normal
415300,23238,4,11:41,3/30/2025,ATM,33977,Electronics,Kuala Lumpur,Karachi,291,666945,100.90.132.77,Credit,29,5,18,3,8,No,No,0,No,0,Normal
560992,81804,6,18:07,2/15/2025,ATM,54698,Electronics,Karachi,Multan,512,378667,214.236.100.108,Credit,5,3,3,2,6,Yes,Yes,2,No,0,Fraud
439994,87822,1,20:01,2/20/2025,POS,68201,Electronics,Faisalabad,Faisalabad,301,314820,80.146.131.210,Debit,9,7,3,5,6,Yes,No,1,No,0,Normal
273191,26106,1,4:49,5/1/2025,ATM,64499,Grocery,Faisalabad,Karachi,512,997007,125.25.33.36,Credit,9,2,8,3,2,Yes,Yes,2,Yes,1,Fraud
343624,19193,6,15:56,4/29/2025,Online,53840,Fuel,Dubai,Multan,248,528936,127.244.234.47,Debit,34,5,22,2,9,Yes,No,0,No,0,Normal
428348,78824,8,21:38,3/30/2025,Online,77487,ATM,Faisalabad,Faisalabad,434,708870,185.212.26.30,Debit,6,4,14,4,4,No,No,2,No,1,Normal
590317,25463,8,1:12,2/28/2025,Online,23933,Fuel,Dubai,Islamabad,387,989629,170.148.202.107,Debit,25,7,18,3,9,Yes,No,2,Yes,1,Fraud
498053,13929,3,5:02,2/15/2025,ATM,88554,Clothing,Singapore,Faisalabad,452,244787,235.215.247.79,Credit,30,4,13,1,1,Yes,Yes,1,Yes,0,Normal
550137,22376,4,12:24,2/14/2025,ATM,48675,Grocery,Bangkok,Karachi,12,332383,189.240.95.83,Credit,11,6,13,1,9,No,Yes,2,No,0,Normal
280568,90831,5,22:37,1/5/2025,POS,35491,Restaurant,London,Multan,145,705012,79.44.135.83,Debit,4,5,4,1,9,Yes,No,1,Yes,1,Normal
162391,89175,3,12:45,4/2/2025,Online,26582,Grocery,Faisalabad,Multan,79,550433,42.54.88.241,Credit,26,7,22,4,3,Yes,Yes,2,No,1,Normal
504626,10244,9,9:22,3/13/2025,Online,24755,Clothing,Lahore,Karachi,184,588387,85.66.93.203,Credit,27,5,2,1,4,No,Yes,1,No,0,Normal
880651,45593,7,16:40,4/19/2025,POS,46219,Grocery,Faisalabad,Lahore,149,216152,113.195.230.87,Credit,39,6,24,4,2,No,No,0,No,0,Normal
910385,82521,7,20:27,4/28/2025,ATM,72106,Restaurant,Kuala Lumpur,Karachi,436,393345,27.59.238.99,Debit,29,4,6,5,4,Yes,Yes,0,No,0,Normal
241843,18398,7,5:15,4/6/2025,POS,86225,Clothing,Bangkok,Karachi,394,535092,83.192.162.178,Credit,26,3,7,3,9,No,Yes,1,No,1,Normal
473047,30435,7,18:42,4/30/2025,POS,77357,Electronics,Kuala Lumpur,Multan,50,480061,50.104.51.208,Credit,29,5,9,5,8,Yes,No,1,No,0,Normal
762802,37927,5,0:19,1/1/2025,Online,24848,Fuel,Multan,Faisalabad,454,126046,56.209.22.47,Debit,11,4,6,5,1,No,No,0,No,0,Normal
824081,74937,3,2:01,4/1/2025,POS,99351,Fuel,Bangkok,Lahore,149,702384,159.206.110.44,Debit,14,7,16,5,4,No,No,1,No,0,Normal
312655,56360,7,6:07,2/26/2025,POS,17625,Clothing,London,Islamabad,35,503685,214.190.38.12,Credit,6,2,15,3,1,Yes,No,1,Yes,0,Normal
574423,27401,7,5:35,4/4/2025,Online,72635,Electronics,Singapore,Multan,482,108999,3.81.201.96,Credit,31,5,9,4,1,Yes,Yes,2,Yes,0,Normal
843341,53622,2,20:19,2/18/2025,ATM,11836,Restaurant,Singapore,Lahore,471,446402,52.78.150.89,Debit,16,5,13,1,4,Yes,No,1,No,0,Fraud
377468,22387,1,9:36,3/3/2025,Online,23304,Clothing,Karachi,Islamabad,100,882621,55.54.215.213,Credit,34,3,22,1,9,Yes,No,0,No,1,Normal
840847,58645,8,8:07,2/19/2025,POS,12448,ATM,Islamabad,Multan,558,644897,69.209.76.215,Credit,23,2,19,3,4,No,Yes,1,No,1,Fraud
126655,42379,9,15:44,2/15/2025,Online,22269,Grocery,Karachi,Faisalabad,114,819183,181.228.23.63,Credit,18,3,10,4,1,Yes,Yes,2,No,0,Normal
689596,46794,5,16:26,3/16/2025,ATM,71858,Restaurant,Multan,Multan,446,961877,123.148.132.156,Debit,12,4,24,3,4,No,No,0,No,0,Normal
859438,56140,8,22:18,4/4/2025,Online,36933,Clothing,Kuala Lumpur,Islamabad,266,350129,36.63.179.247,Debit,5,6,5,1,6,Yes,No,0,No,0,Normal
580039,85511,6,22:37,2/10/2025,ATM,70748,Electronics,Lahore,Multan,414,872909,107.229.215.135,Debit,21,1,21,5,8,No,No,1,Yes,1,Normal
812156,49298,3,4:59,2/20/2025,Online,41375,Restaurant,London,Faisalabad,317,626981,114.201.207.34,Debit,36,6,17,5,2,Yes,Yes,2,No,1,Normal
289340,81780,6,2:02,4/21/2025,Online,52582,ATM,Lahore,Multan,221,702424,85.193.47.20,Debit,14,1,20,5,2,Yes,No,0,Yes,1,Normal
565268,34215,9,4:25,4/2/2025,Online,43459,ATM,Multan,Multan,354,704649,239.124.38.151,Debit,11,2,22,5,5,No,No,1,No,0,Normal
200476,48683,8,20:53,4/23/2025,Online,88069,Restaurant,Bangkok,Multan,438,274567,247.241.224.222,Credit,25,1,14,1,2,Yes,No,2,Yes,0,Normal
743453,16903,9,17:42,3/16/2025,Online,47037,Grocery,Singapore,Multan,244,325155,126.254.138.207,Debit,12,1,18,5,4,Yes,No,1,No,0,Normal
293249,39128,1,7:05,4/23/2025,ATM,96992,Electronics,Singapore,Multan,1,865690,196.152.58.43,Credit,6,2,13,4,3,No,Yes,1,Yes,1,Normal
966897,28343,9,18:04,2/19/2025,POS,79723,Electronics,Islamabad,Lahore,471,794856,25.13.54.188,Debit,14,5,4,2,6,No,No,2,Yes,0,Normal
804893,51440,1,6:07,1/19/2025,Online,67398,Restaurant,Karachi,Faisalabad,167,240323,186.230.230.5,Credit,31,3,12,3,9,No,Yes,1,Yes,1,Normal
717537,60250,6,3:05,1/3/2025,Online,23483,Restaurant,Kuala Lumpur,Islamabad,490,388861,239.154.57.166,Debit,22,4,5,2,9,Yes,No,1,Yes,1,Normal
970385,10225,4,23:11,1/7/2025,Online,87562,Clothing,Faisalabad,Faisalabad,504,743124,31.89.206.55,Credit,31,7,1,5,9,Yes,No,0,No,1,Normal
908319,75195,7,11:49,2/18/2025,POS,96486,Electronics,Islamabad,Lahore,328,722140,204.43.225.236,Debit,13,1,4,5,5,Yes,No,1,No,1,Normal
235183,96331,1,9:44,2/17/2025,Online,32065,Electronics,Dubai,Lahore,279,790283,193.214.56.197,Debit,5,3,11,4,8,Yes,No,0,Yes,0,Normal
952238,40385,5,11:54,2/10/2025,Online,30211,Electronics,Lahore,Karachi,344,343041,95.151.176.72,Credit,20,4,19,4,9,No,No,1,No,1,Normal
760686,72090,2,18:24,4/26/2025,ATM,55251,Electronics,Islamabad,Faisalabad,532,688172,26.36.9.13,Credit,31,4,16,1,1,Yes,Yes,2,No,0,Normal
146048,48995,7,8:48,2/6/2025,ATM,59651,Clothing,Kuala Lumpur,Multan,410,173626,146.63.214.41,Debit,31,1,18,3,5,No,No,1,No,1,Normal
146758,96246,3,3:29,1/25/2025,POS,31281,Restaurant,London,Multan,155,697592,94.159.154.243,Debit,29,2,22,3,8,Yes,No,2,No,1,Normal
106558,76457,8,22:41,2/24/2025,Online,72777,Clothing,Kuala Lumpur,Faisalabad,118,719745,13.227.227.119,Credit,32,7,17,5,4,No,Yes,0,No,1,Normal
317133,91077,7,3:08,4/19/2025,POS,44815,Restaurant,Islamabad,Multan,499,543462,247.212.67.35,Debit,6,1,17,4,8,No,No,2,Yes,0,Normal
275357,11575,9,12:49,2/13/2025,POS,36032,Grocery,Islamabad,Lahore,209,840044,116.243.238.55,Debit,27,3,4,5,5,Yes,No,1,No,1,Normal
796909,21559,6,10:29,5/1/2025,ATM,44984,ATM,Singapore,Lahore,509,476115,251.37.16.77,Debit,23,4,14,4,3,Yes,Yes,2,Yes,0,Normal
813529,87872,2,10:26,2/20/2025,Online,54762,Grocery,Lahore,Multan,278,616672,15.11.137.76,Credit,5,3,20,2,6,No,No,1,No,0,Normal
302241,74322,4,5:28,1/14/2025,ATM,72903,Grocery,Kuala Lumpur,Lahore,463,610246,241.116.200.236,Credit,12,1,16,2,6,No,Yes,2,Yes,0,Normal
232036,30110,9,12:40,5/1/2025,Online,95785,Electronics,Singapore,Karachi,446,776310,107.198.217.43,Credit,22,6,18,1,7,No,Yes,2,No,1,Normal
215204,24713,7,13:26,3/14/2025,ATM,13227,Electronics,Dubai,Multan,294,232577,192.9.111.159,Debit,30,3,12,1,2,No,No,1,No,0,Normal
579369,75794,5,0:46,1/26/2025,Online,74135,ATM,Bangkok,Faisalabad,502,114524,94.207.155.196,Credit,32,5,17,3,6,Yes,No,0,Yes,1,Normal
110618,16069,2,22:23,2/27/2025,POS,44380,Clothing,Multan,Karachi,571,713069,129.124.73.89,Debit,31,1,16,5,9,No,Yes,0,No,1,Normal
534287,68205,9,14:49,4/2/2025,ATM,95651,ATM,London,Lahore,515,135007,197.198.95.154,Debit,12,4,23,1,5,No,No,1,Yes,0,Normal
291410,24371,3,17:54,1/26/2025,POS,97310,Electronics,Islamabad,Faisalabad,217,775687,178.241.30.254,Credit,20,3,20,4,6,No,No,0,No,0,Normal
162803,79321,2,11:37,4/19/2025,ATM,81837,Electronics,Multan,Karachi,132,645520,112.46.229.234,Debit,37,3,13,2,9,No,No,0,No,1,Normal
464283,33607,3,0:30,1/9/2025,Online,11346,ATM,Kuala Lumpur,Lahore,526,970323,92.74.243.97,Debit,11,4,11,1,1,No,No,1,Yes,1,Normal
439481,88453,6,15:04,2/12/2025,POS,40296,ATM,Faisalabad,Lahore,460,165336,238.5.120.198,Credit,39,2,9,3,7,No,No,0,No,1,Normal
897956,45951,3,19:48,1/24/2025,POS,97273,Electronics,Dubai,Multan,232,322118,145.157.72.100,Debit,35,1,16,4,5,No,Yes,1,No,0,Normal
605453,13010,4,9:51,3/17/2025,ATM,70900,Clothing,Lahore,Lahore,314,755794,127.39.78.8,Debit,39,4,13,2,9,No,Yes,0,No,1,Normal
801002,98815,8,22:20,4/27/2025,Online,77118,ATM,Lahore,Faisalabad,46,234340,240.209.255.240,Credit,38,4,18,2,5,Yes,No,0,Yes,0,Normal
768963,16016,4,18:10,2/1/2025,ATM,39290,Grocery,Multan,Faisalabad,25,929905,190.192.65.219,Credit,6,3,14,5,9,Yes,Yes,1,No,1,Normal
478933,78216,8,8:29,1/1/2025,Online,49015,Fuel,Singapore,Faisalabad,234,911681,71.144.146.246,Credit,32,4,16,2,3,Yes,No,1,No,0,Normal
923184,53403,6,13:54,4/22/2025,Online,91330,Fuel,Lahore,Karachi,313,264563,147.227.73.140,Debit,19,5,2,2,8,No,No,2,No,0,Normal
504676,25929,3,12:03,2/11/2025,Online,21616,Electronics,Singapore,Islamabad,503,467417,11.76.214.44,Debit,22,4,8,2,1,No,No,0,Yes,0,Normal
784573,11699,7,1:58,4/2/2025,ATM,61385,Clothing,Faisalabad,Faisalabad,59,842603,30.127.45.90,Credit,21,7,4,3,9,Yes,No,1,Yes,1,Normal
997920,43051,9,15:32,2/8/2025,Online,51424,ATM,Bangkok,Multan,324,431919,183.166.14.19,Debit,17,2,19,2,9,Yes,Yes,2,Yes,1,Normal
677422,66925,9,6:55,2/26/2025,Online,89797,Electronics,Faisalabad,Karachi,156,695572,187.222.68.14,Debit,22,6,20,3,8,Yes,No,0,Yes,0,Normal
266332,99261,2,10:24,3/8/2025,POS,11689,Fuel,London,Lahore,131,467159,214.68.156.104,Credit,9,2,5,1,4,Yes,Yes,2,No,0,Normal
676273,24756,6,9:59,2/11/2025,POS,97153,ATM,Singapore,Karachi,504,454882,44.152.135.162,Debit,15,2,2,1,1,Yes,No,0,Yes,0,Normal
348268,21392,6,4:45,3/18/2025,Online,75598,Electronics,Singapore,Lahore,562,455568,222.182.96.201,Debit,22,7,11,1,2,Yes,Yes,0,Yes,0,Normal
771140,93994,6,20:21,1/28/2025,POS,77702,Grocery,Faisalabad,Multan,338,865599,86.201.76.12,Credit,15,4,15,3,1,Yes,Yes,0,No,0,Normal
651663,98336,5,0:08,3/4/2025,Online,22306,Grocery,Multan,Karachi,376,772769,250.248.237.209,Credit,20,4,20,3,5,Yes,No,2,No,1,Normal
479529,13105,9,1:33,3/6/2025,ATM,82260,ATM,London,Lahore,422,174691,39.244.41.75,Credit,7,1,11,1,4,Yes,No,2,Yes,0,Normal
405530,28024,3,22:48,3/1/2025,POS,94455,ATM,Karachi,Karachi,329,106537,124.245.134.34,Debit,21,2,12,3,4,Yes,Yes,1,No,1,Normal
320608,87602,5,12:14,4/29/2025,POS,14744,Fuel,Lahore,Karachi,207,792653,225.221.183.114,Credit,26,7,24,5,1,No,No,2,Yes,1,Normal
881129,28212,7,16:43,4/24/2025,ATM,61716,ATM,Karachi,Multan,286,410909,4.19.178.229,Credit,28,3,5,2,4,Yes,Yes,0,No,0,Normal
649766,50564,7,11:07,2/1/2025,Online,52174,Clothing,Faisalabad,Multan,328,311031,236.120.114.86,Debit,13,3,4,5,1,Yes,No,2,Yes,0,Normal
976737,86090,3,15:28,2/25/2025,POS,16394,Grocery,Faisalabad,Islamabad,42,474846,46.24.189.144,Credit,39,7,21,2,1,Yes,Yes,1,Yes,1,Fraud
677739,92646,9,18:22,3/27/2025,Online,59938,Grocery,Dubai,Multan,4,803470,180.167.240.77,Credit,18,1,18,3,6,No,Yes,1,No,0,Normal
946012,93077,1,5:35,3/8/2025,ATM,91329,Fuel,Lahore,Islamabad,121,996152,183.19.11.215,Credit,19,7,14,1,6,No,No,0,No,1,Normal
962043,43206,1,14:42,1/4/2025,ATM,80939,Electronics,Lahore,Faisalabad,497,131513,227.25.148.67,Credit,31,5,5,3,3,No,Yes,0,Yes,1,Normal
538526,44974,1,4:29,4/23/2025,POS,10709,Restaurant,Kuala Lumpur,Multan,551,914088,82.20.218.134,Debit,16,6,12,2,7,No,No,2,No,1,Normal
972016,44789,9,23:39,1/8/2025,POS,29434,Grocery,Islamabad,Lahore,286,408613,90.27.42.219,Credit,31,6,8,2,7,Yes,Yes,2,Yes,0,Normal
