Transaction_ID,Customer_ID,Transaction_Amount,Transaction_Time,Transaction_Date,Transaction_Type,Merchant_ID,Merchant_Category,Transaction_Location,Customer_Home_Location,Distance_From_Home,Device_ID,IP_Address,Card_Type,Account_Balance,Daily_Transaction_Count,Weekly_Transaction_Count,Avg_Transaction_Amount,Max_Transaction_Last_24h,Is_International,Is_New_Merchant,Failed_Transaction_Count,Unusual_Time,Previous_Fraud_Count,Fraud_Label,Month,DayOfWeek,DayName,Hour
194615.0,14070.0,3.0,11:29,2025-01-05,ATM,28730.0,Grocery,Islamabad,Karachi,251.0,484814.0,17.124.203.176,Credit,15.0,5.0,4.0,4.0,5.0,No,Yes,2.0,No,1.0,Normal,1,6,Sunday,11
144057.0,20791.0,8.0,6:44,2025-02-04,Online,25712.0,Clothing,Kuala Lumpur,Lahore,438.0,216449.0,151.224.205.134,Debit,20.0,7.0,4.0,2.0,1.0,No,No,1.0,No,1.0,Normal,2,1,Tuesday,6
529814.0,29458.0,4.0,1:30,2025-01-23,Online,72196.0,Restaurant,Faisalabad,Islamabad,96.0,525486.0,66.125.69.14,Debit,14.0,2.0,12.0,1.0,2.0,Yes,No,1.0,No,0.0,Normal,1,3,Thursday,1
923043.0,97307.0,3.0,11:23,2025-02-26,ATM,86526.0,Electronics,Bangkok,Multan,263.0,755653.0,69.47.245.78,Debit,23.0,3.0,16.0,3.0,7.0,Yes,Yes,1.0,Yes,1.0,Normal,2,2,Wednesday,11
429511.0,58325.0,3.0,9:32,2025-02-25,POS,77278.0,Electronics,London,Lahore,186.0,668439.0,201.248.104.120,Debit,34.0,6.0,3.0,2.0,7.0,No,No,0.0,Yes,1.0,Normal,2,1,Tuesday,9
760709.0,31897.0,4.0,17:24,2025-01-30,ATM,76961.0,Electronics,London,Lahore,271.0,982169.0,154.101.219.124,Credit,30.0,5.0,13.0,5.0,9.0,Yes,Yes,2.0,Yes,1.0,Normal,1,3,Thursday,17
304542.0,55769.0,7.0,8:05,2025-03-02,ATM,38001.0,Clothing,Bangkok,Lahore,408.0,450302.0,218.11.255.38,Credit,35.0,5.0,16.0,3.0,2.0,No,No,2.0,No,0.0,Normal,3,6,Sunday,8
688900.0,13198.0,8.0,12:16,2025-02-22,POS,82161.0,Electronics,Karachi,Multan,513.0,703309.0,113.179.243.201,Credit,8.0,1.0,11.0,5.0,6.0,No,No,0.0,No,0.0,Normal,2,5,Saturday,12
458797.0,50273.0,7.0,6:01,2025-04-25,Online,97396.0,Clothing,Faisalabad,Karachi,332.0,634694.0,157.115.155.146,Debit,12.0,3.0,7.0,3.0,6.0,Yes,Yes,0.0,Yes,1.0,Normal,4,4,Friday,6
544648.0,56600.0,4.0,2:07,2025-04-19,POS,59175.0,Clothing,Dubai,Karachi,524.0,936351.0,114.140.30.60,Credit,32.0,7.0,22.0,1.0,2.0,No,No,1.0,Yes,0.0,Normal,4,5,Saturday,2
582806.0,70857.0,4.0,0:01,2025-01-15,Online,49400.0,ATM,Faisalabad,Lahore,250.0,526037.0,206.182.49.38,Credit,33.0,1.0,9.0,3.0,3.0,No,No,2.0,Yes,0.0,Normal,1,2,Wednesday,0
530875.0,12658.0,5.0,5:16,2025-04-16,ATM,68329.0,Electronics,Karachi,Islamabad,495.0,222296.0,130.48.122.239,Debit,6.0,4.0,8.0,1.0,5.0,No,Yes,1.0,Yes,0.0,Normal,4,2,Wednesday,5
959504.0,91624.0,9.0,0:15,2025-01-04,ATM,28005.0,Electronics,Bangkok,Islamabad,446.0,178787.0,57.158.198.89,Debit,28.0,2.0,8.0,1.0,8.0,No,Yes,2.0,Yes,1.0,Normal,1,5,Saturday,0
169657.0,85447.0,5.0,4:45,2025-02-17,Online,73089.0,ATM,Bangkok,Multan,394.0,525077.0,5.222.80.75,Debit,26.0,5.0,1.0,4.0,1.0,Yes,No,1.0,Yes,1.0,Normal,2,0,Monday,4
791236.0,28101.0,2.0,14:01,2025-04-02,POS,39866.0,Fuel,Faisalabad,Karachi,586.0,410700.0,240.34.74.228,Debit,39.0,5.0,5.0,1.0,2.0,Yes,Yes,2.0,Yes,1.0,Fraud,4,2,Wednesday,14
861427.0,61704.0,8.0,16:23,2025-03-11,Online,50878.0,Fuel,Faisalabad,Multan,143.0,301633.0,163.124.24.3,Debit,19.0,4.0,21.0,1.0,6.0,Yes,Yes,0.0,Yes,0.0,Normal,3,1,Tuesday,16
448930.0,23677.0,3.0,12:21,2025-03-10,ATM,48300.0,ATM,Lahore,Multan,514.0,929016.0,157.24.129.23,Debit,39.0,6.0,23.0,1.0,6.0,No,Yes,0.0,Yes,1.0,Normal,3,0,Monday,12
251530.0,96200.0,7.0,2:13,2025-03-09,ATM,71445.0,Grocery,Singapore,Multan,46.0,137650.0,87.40.174.30,Debit,24.0,5.0,9.0,3.0,5.0,No,No,0.0,No,0.0,Fraud,3,6,Sunday,2
848319.0,46346.0,8.0,8:32,2025-02-01,Online,47542.0,Grocery,Lahore,Lahore,266.0,523192.0,124.20.83.146,Credit,7.0,6.0,1.0,1.0,6.0,Yes,Yes,1.0,Yes,0.0,Normal,2,5,Saturday,8
599454.0,12334.0,2.0,0:27,2025-04-09,POS,31655.0,Grocery,Kuala Lumpur,Faisalabad,414.0,990775.0,165.26.100.61,Credit,6.0,1.0,2.0,2.0,4.0,No,Yes,0.0,Yes,0.0,Normal,4,2,Wednesday,0
953112.0,35900.0,6.0,22:29,2025-01-26,Online,52141.0,Electronics,Singapore,Multan,130.0,438610.0,76.235.1.140,Debit,22.0,1.0,20.0,5.0,8.0,No,Yes,0.0,Yes,0.0,Normal,1,6,Sunday,22
921987.0,54573.0,7.0,18:36,2025-02-10,ATM,65586.0,Grocery,Dubai,Lahore,527.0,258594.0,168.185.32.241,Debit,25.0,4.0,8.0,3.0,8.0,Yes,Yes,1.0,Yes,1.0,Normal,2,0,Monday,18
416053.0,43817.0,1.0,16:55,2025-03-17,ATM,92284.0,Electronics,Bangkok,Multan,556.0,209794.0,170.227.9.167,Debit,15.0,2.0,24.0,1.0,5.0,No,No,2.0,No,0.0,Normal,3,0,Monday,16
241950.0,69990.0,1.0,3:27,2025-03-07,ATM,72957.0,Grocery,Singapore,Faisalabad,435.0,431246.0,67.155.80.75,Debit,8.0,4.0,11.0,1.0,5.0,No,No,0.0,No,0.0,Normal,3,4,Friday,3
915019.0,54713.0,4.0,5:34,2025-02-06,Online,67272.0,Electronics,Islamabad,Islamabad,99.0,626056.0,175.54.70.97,Credit,23.0,3.0,4.0,5.0,5.0,Yes,No,0.0,Yes,1.0,Normal,2,3,Thursday,5
471578.0,14413.0,5.0,1:07,2025-02-13,ATM,56155.0,Fuel,London,Lahore,382.0,229445.0,19.146.243.28,Debit,35.0,2.0,24.0,3.0,6.0,Yes,No,0.0,No,1.0,Normal,2,3,Thursday,1
867211.0,13787.0,1.0,0:49,2025-01-22,POS,24810.0,ATM,Faisalabad,Lahore,142.0,580451.0,23.111.155.82,Credit,22.0,3.0,19.0,4.0,8.0,Yes,No,1.0,Yes,0.0,Fraud,1,2,Wednesday,0
855866.0,59039.0,7.0,7:44,2025-02-28,POS,94162.0,Clothing,Lahore,Islamabad,274.0,915036.0,165.138.69.198,Credit,39.0,4.0,4.0,2.0,7.0,Yes,Yes,0.0,No,1.0,Normal,2,4,Friday,7
406995.0,54831.0,3.0,6:36,2025-01-23,POS,12311.0,ATM,Faisalabad,Lahore,430.0,740450.0,168.209.147.187,Credit,18.0,3.0,9.0,3.0,7.0,Yes,Yes,2.0,No,0.0,Normal,1,3,Thursday,6
992689.0,95272.0,3.0,4:35,2025-03-22,Online,49149.0,Restaurant,Multan,Karachi,251.0,429640.0,36.113.186.19,Credit,37.0,3.0,14.0,3.0,5.0,No,No,2.0,No,0.0,Normal,3,5,Saturday,4
642197.0,52667.0,8.0,11:46,2025-02-04,ATM,25828.0,Restaurant,Lahore,Lahore,409.0,430794.0,84.181.254.80,Credit,11.0,3.0,24.0,3.0,3.0,No,Yes,0.0,No,0.0,Normal,2,1,Tuesday,11
197135.0,47264.0,6.0,22:48,2025-03-27,ATM,41869.0,Restaurant,Kuala Lumpur,Karachi,350.0,964872.0,3.173.188.186,Credit,10.0,1.0,2.0,2.0,4.0,Yes,No,0.0,No,1.0,Normal,3,3,Thursday,22
656813.0,48010.0,7.0,16:12,2025-03-25,ATM,90233.0,ATM,Karachi,Islamabad,132.0,272856.0,244.199.151.199,Credit,29.0,7.0,19.0,2.0,5.0,No,Yes,1.0,No,1.0,Fraud,3,1,Tuesday,16
614227.0,26610.0,8.0,6:35,2025-04-23,Online,55376.0,Restaurant,Karachi,Multan,117.0,684238.0,102.226.117.154,Credit,4.0,7.0,16.0,3.0,8.0,Yes,Yes,1.0,Yes,0.0,Normal,4,2,Wednesday,6
490692.0,12726.0,9.0,18:07,2025-01-20,ATM,55779.0,ATM,Faisalabad,Faisalabad,370.0,258765.0,15.160.190.182,Debit,27.0,4.0,18.0,4.0,6.0,No,Yes,1.0,No,0.0,Normal,1,0,Monday,18
786382.0,76064.0,9.0,20:39,2025-03-16,POS,92710.0,Fuel,Lahore,Islamabad,6.0,975813.0,109.162.241.151,Debit,28.0,7.0,1.0,5.0,1.0,No,Yes,0.0,No,0.0,Normal,3,6,Sunday,20
816040.0,87807.0,3.0,12:52,2025-01-03,ATM,17767.0,Restaurant,London,Lahore,395.0,414984.0,165.121.98.36,Credit,16.0,6.0,21.0,4.0,6.0,No,No,2.0,No,1.0,Normal,1,4,Friday,12
524862.0,15109.0,5.0,18:19,2025-03-11,POS,77950.0,Clothing,Singapore,Multan,322.0,393527.0,39.33.187.244,Debit,15.0,4.0,23.0,3.0,9.0,No,Yes,2.0,Yes,0.0,Normal,3,1,Tuesday,18
844230.0,58855.0,2.0,10:05,2025-02-10,ATM,68186.0,ATM,Bangkok,Faisalabad,314.0,533513.0,141.238.165.199,Debit,30.0,2.0,19.0,4.0,1.0,No,Yes,0.0,No,1.0,Normal,2,0,Monday,10
272505.0,20915.0,3.0,22:15,2025-03-24,Online,32311.0,Clothing,Dubai,Lahore,169.0,463738.0,230.215.26.80,Debit,16.0,4.0,18.0,3.0,2.0,No,No,1.0,No,1.0,Normal,3,0,Monday,22
329375.0,12849.0,4.0,20:13,2025-01-22,ATM,53554.0,Electronics,Kuala Lumpur,Lahore,129.0,451561.0,209.19.74.75,Debit,20.0,5.0,16.0,3.0,9.0,No,No,1.0,No,0.0,Normal,1,2,Wednesday,20
788348.0,30967.0,4.0,17:44,2025-01-29,Online,76029.0,Clothing,Multan,Lahore,266.0,911617.0,239.214.161.5,Credit,32.0,6.0,19.0,4.0,5.0,No,No,1.0,No,0.0,Normal,1,2,Wednesday,17
814965.0,57302.0,8.0,8:53,2025-05-01,POS,45020.0,Restaurant,Kuala Lumpur,Lahore,408.0,101998.0,155.241.215.184,Debit,7.0,4.0,15.0,2.0,3.0,No,Yes,0.0,No,1.0,Normal,5,3,Thursday,8
556608.0,87858.0,1.0,16:36,2025-04-16,ATM,83764.0,Electronics,Dubai,Lahore,184.0,958131.0,220.21.103.202,Debit,4.0,6.0,14.0,1.0,2.0,No,Yes,0.0,No,1.0,Normal,4,2,Wednesday,16
875731.0,15322.0,2.0,15:31,2025-04-22,ATM,56601.0,Electronics,Faisalabad,Islamabad,588.0,674070.0,90.228.128.92,Debit,38.0,5.0,10.0,4.0,8.0,No,No,1.0,Yes,0.0,Normal,4,1,Tuesday,15
965502.0,97174.0,5.0,1:50,2025-03-05,POS,52667.0,Clothing,Dubai,Islamabad,48.0,201666.0,71.71.12.55,Debit,24.0,4.0,5.0,1.0,1.0,Yes,No,0.0,Yes,0.0,Normal,3,2,Wednesday,1
730775.0,34347.0,6.0,5:31,2025-01-25,ATM,27178.0,Restaurant,Dubai,Karachi,373.0,569125.0,145.35.140.163,Credit,31.0,3.0,10.0,2.0,6.0,Yes,No,2.0,Yes,1.0,Normal,1,5,Saturday,5
242464.0,99397.0,1.0,21:09,2025-02-15,ATM,64030.0,Restaurant,Kuala Lumpur,Faisalabad,141.0,450660.0,198.232.34.166,Credit,38.0,3.0,17.0,5.0,5.0,No,No,2.0,No,1.0,Normal,2,5,Saturday,21
696529.0,79417.0,4.0,14:31,2025-04-19,ATM,96715.0,Fuel,Dubai,Faisalabad,64.0,297989.0,38.148.139.174,Credit,38.0,4.0,6.0,4.0,9.0,No,Yes,2.0,No,1.0,Normal,4,5,Saturday,14
501531.0,99530.0,2.0,17:46,2025-04-02,ATM,67614.0,Grocery,Faisalabad,Karachi,171.0,867003.0,8.32.10.23,Credit,4.0,6.0,15.0,3.0,5.0,Yes,Yes,2.0,No,1.0,Normal,4,2,Wednesday,17
141784.0,16769.0,5.0,12:56,2025-04-25,POS,82808.0,Restaurant,Islamabad,Lahore,101.0,967799.0,50.102.85.8,Credit,8.0,3.0,9.0,3.0,8.0,No,No,2.0,Yes,1.0,Normal,4,4,Friday,12
745567.0,79199.0,2.0,15:39,2025-01-31,ATM,49087.0,Electronics,Bangkok,Karachi,209.0,304822.0,239.16.172.140,Debit,38.0,1.0,5.0,1.0,1.0,No,No,2.0,Yes,0.0,Normal,1,4,Friday,15
193979.0,43538.0,8.0,9:38,2025-03-02,ATM,58821.0,Restaurant,Singapore,Faisalabad,483.0,902849.0,80.83.218.50,Credit,18.0,7.0,10.0,4.0,6.0,No,No,1.0,No,0.0,Normal,3,6,Sunday,9
479036.0,22590.0,4.0,0:33,2025-03-16,Online,41884.0,Restaurant,London,Multan,97.0,916414.0,59.244.19.26,Debit,9.0,4.0,9.0,2.0,2.0,No,No,0.0,No,1.0,Normal,3,6,Sunday,0
949922.0,63006.0,3.0,8:59,2025-04-13,ATM,45557.0,Restaurant,Singapore,Faisalabad,51.0,596248.0,235.96.78.171,Debit,11.0,4.0,11.0,1.0,2.0,Yes,Yes,1.0,Yes,1.0,Normal,4,6,Sunday,8
417827.0,28429.0,9.0,23:52,2025-03-29,POS,42211.0,Clothing,Islamabad,Karachi,143.0,213906.0,48.203.44.217,Debit,18.0,2.0,5.0,5.0,9.0,Yes,Yes,1.0,Yes,1.0,Normal,3,5,Saturday,23
859915.0,79168.0,5.0,7:55,2025-03-31,POS,20137.0,Clothing,Singapore,Lahore,471.0,353882.0,28.108.175.22,Credit,8.0,5.0,13.0,5.0,5.0,Yes,Yes,0.0,Yes,0.0,Normal,3,0,Monday,7
658074.0,31277.0,4.0,15:07,2025-04-10,Online,26108.0,Restaurant,Karachi,Faisalabad,5.0,939942.0,36.14.108.173,Credit,38.0,4.0,2.0,2.0,4.0,Yes,No,1.0,No,0.0,Normal,4,3,Thursday,15
885468.0,24558.0,6.0,14:20,2025-01-09,ATM,86262.0,Restaurant,Faisalabad,Faisalabad,75.0,348856.0,12.249.222.174,Credit,6.0,6.0,2.0,5.0,6.0,No,Yes,1.0,Yes,1.0,Normal,1,3,Thursday,14
721522.0,81474.0,5.0,17:53,2025-02-06,ATM,53085.0,Grocery,London,Lahore,508.0,468363.0,234.117.66.146,Credit,9.0,3.0,8.0,5.0,2.0,No,Yes,0.0,No,1.0,Normal,2,3,Thursday,17
381173.0,79287.0,5.0,11:38,2025-04-24,ATM,16876.0,Electronics,Dubai,Lahore,191.0,721144.0,88.67.212.110,Debit,11.0,1.0,2.0,4.0,8.0,No,Yes,2.0,Yes,1.0,Normal,4,3,Thursday,11
709367.0,54476.0,5.0,22:47,2025-01-17,POS,19626.0,Clothing,Faisalabad,Islamabad,121.0,405228.0,64.193.132.169,Credit,3.0,1.0,6.0,1.0,8.0,Yes,No,0.0,Yes,1.0,Normal,1,4,Friday,22
582879.0,46468.0,2.0,22:24,2025-03-15,POS,39385.0,Clothing,Lahore,Karachi,60.0,735716.0,248.141.230.153,Credit,20.0,7.0,18.0,5.0,5.0,Yes,Yes,2.0,Yes,1.0,Normal,3,5,Saturday,22
613884.0,14803.0,8.0,18:07,2025-04-09,ATM,61366.0,Grocery,Kuala Lumpur,Multan,153.0,323306.0,205.177.42.123,Credit,12.0,1.0,18.0,4.0,7.0,Yes,No,2.0,No,1.0,Fraud,4,2,Wednesday,18
275077.0,16269.0,2.0,7:05,2025-03-13,ATM,82880.0,Clothing,Kuala Lumpur,Multan,247.0,998910.0,241.143.68.190,Credit,3.0,4.0,6.0,1.0,8.0,Yes,Yes,2.0,No,0.0,Normal,3,3,Thursday,7
395187.0,63515.0,4.0,9:31,2025-05-01,Online,26105.0,Clothing,Multan,Lahore,520.0,983019.0,46.245.53.140,Debit,33.0,2.0,16.0,4.0,8.0,No,No,2.0,No,0.0,Normal,5,3,Thursday,9
476433.0,55270.0,6.0,5:50,2025-01-25,Online,93790.0,Grocery,Singapore,Faisalabad,415.0,701597.0,33.83.174.77,Credit,18.0,6.0,15.0,2.0,1.0,No,No,2.0,Yes,1.0,Normal,1,5,Saturday,5
476920.0,16941.0,5.0,18:48,2025-04-18,POS,77132.0,Electronics,Lahore,Karachi,438.0,875295.0,20.169.74.3,Credit,14.0,5.0,18.0,4.0,3.0,Yes,No,0.0,No,0.0,Normal,4,4,Friday,18
746704.0,84229.0,3.0,18:35,2025-01-13,POS,57442.0,Restaurant,London,Islamabad,218.0,382136.0,225.237.111.102,Credit,18.0,3.0,21.0,2.0,7.0,Yes,Yes,2.0,No,0.0,Normal,1,0,Monday,18
297405.0,87720.0,7.0,13:14,2025-02-28,POS,63587.0,Grocery,Bangkok,Karachi,562.0,535309.0,147.163.246.166,Debit,27.0,1.0,23.0,4.0,5.0,No,No,1.0,No,1.0,Normal,2,4,Friday,13
636500.0,63123.0,1.0,21:39,2025-01-08,Online,50485.0,Restaurant,Karachi,Faisalabad,574.0,635288.0,63.212.73.77,Debit,14.0,7.0,14.0,5.0,8.0,No,No,1.0,No,0.0,Normal,1,2,Wednesday,21
453371.0,55025.0,2.0,23:57,2025-03-06,Online,36008.0,ATM,Karachi,Islamabad,477.0,115369.0,68.244.149.181,Credit,24.0,1.0,11.0,5.0,2.0,No,Yes,2.0,Yes,0.0,Normal,3,3,Thursday,23
153581.0,29282.0,2.0,9:31,2025-04-08,ATM,71869.0,Clothing,Karachi,Multan,397.0,981567.0,46.31.197.204,Debit,21.0,3.0,13.0,4.0,4.0,No,No,1.0,No,0.0,Normal,4,1,Tuesday,9
430070.0,99406.0,9.0,21:05,2025-04-11,POS,97534.0,Fuel,Kuala Lumpur,Islamabad,90.0,785156.0,197.81.60.240,Debit,15.0,7.0,6.0,5.0,5.0,No,No,1.0,Yes,0.0,Normal,4,4,Friday,21
519933.0,82355.0,3.0,6:34,2025-03-03,Online,96005.0,Clothing,Faisalabad,Multan,590.0,680730.0,231.127.205.69,Debit,10.0,6.0,10.0,3.0,8.0,Yes,No,0.0,No,1.0,Normal,3,0,Monday,6
965732.0,39600.0,8.0,7:43,2025-02-05,ATM,76499.0,Grocery,Faisalabad,Karachi,477.0,316762.0,227.223.81.105,Credit,29.0,2.0,8.0,2.0,7.0,Yes,Yes,0.0,Yes,1.0,Normal,2,2,Wednesday,7
211567.0,71149.0,4.0,22:55,2025-03-11,Online,35569.0,Electronics,Islamabad,Islamabad,587.0,853242.0,147.183.213.153,Credit,14.0,6.0,12.0,4.0,4.0,Yes,No,2.0,Yes,0.0,Normal,3,1,Tuesday,22
679428.0,88160.0,4.0,14:31,2025-02-27,ATM,12036.0,ATM,Faisalabad,Islamabad,290.0,770533.0,99.134.95.221,Debit,31.0,4.0,23.0,2.0,9.0,No,Yes,0.0,No,1.0,Normal,2,3,Thursday,14
301819.0,58121.0,2.0,10:34,2025-04-28,POS,27057.0,Grocery,Islamabad,Faisalabad,216.0,829450.0,165.153.127.6,Credit,6.0,3.0,24.0,4.0,5.0,No,No,2.0,No,0.0,Normal,4,0,Monday,10
337417.0,34816.0,3.0,7:17,2025-04-07,POS,29771.0,Restaurant,Kuala Lumpur,Faisalabad,197.0,618123.0,178.184.108.2,Credit,14.0,7.0,21.0,1.0,7.0,No,No,2.0,Yes,0.0,Normal,4,0,Monday,7
385519.0,60371.0,5.0,11:00,2025-04-10,ATM,63455.0,Restaurant,Kuala Lumpur,Karachi,450.0,929659.0,175.253.102.60,Credit,28.0,2.0,6.0,5.0,8.0,No,Yes,0.0,Yes,0.0,Fraud,4,3,Thursday,11
618084.0,19589.0,4.0,14:06,2025-01-05,ATM,22317.0,Restaurant,Bangkok,Faisalabad,562.0,993861.0,105.73.168.22,Credit,31.0,4.0,5.0,1.0,7.0,No,Yes,0.0,No,1.0,Normal,1,6,Sunday,14
564030.0,91645.0,2.0,14:45,2025-03-04,POS,67383.0,Clothing,Karachi,Multan,30.0,241541.0,200.193.88.115,Debit,15.0,2.0,12.0,2.0,2.0,Yes,Yes,1.0,No,0.0,Normal,3,1,Tuesday,14
627571.0,52652.0,4.0,6:11,2025-01-06,ATM,39171.0,Grocery,Dubai,Faisalabad,261.0,745773.0,66.36.63.114,Credit,36.0,7.0,6.0,4.0,9.0,Yes,Yes,2.0,Yes,0.0,Normal,1,0,Monday,6
211120.0,32912.0,7.0,19:09,2025-02-24,ATM,16310.0,Electronics,London,Multan,274.0,488734.0,50.72.120.114,Credit,27.0,3.0,15.0,3.0,8.0,No,No,0.0,No,1.0,Normal,2,0,Monday,19
295978.0,99547.0,1.0,17:40,2025-03-17,Online,11348.0,Fuel,Bangkok,Islamabad,4.0,623207.0,166.166.115.86,Debit,5.0,3.0,3.0,2.0,4.0,Yes,Yes,1.0,Yes,0.0,Normal,3,0,Monday,17
142218.0,60042.0,4.0,5:00,2025-02-25,ATM,49509.0,ATM,Singapore,Faisalabad,74.0,682548.0,24.168.82.224,Credit,31.0,7.0,9.0,5.0,8.0,No,No,2.0,No,0.0,Normal,2,1,Tuesday,5
606466.0,75795.0,7.0,18:58,2025-03-05,ATM,96422.0,Grocery,Lahore,Islamabad,440.0,717859.0,25.58.183.16,Debit,33.0,1.0,9.0,4.0,6.0,No,No,0.0,Yes,1.0,Normal,3,2,Wednesday,18
295228.0,97382.0,7.0,9:20,2025-02-02,POS,53414.0,ATM,Singapore,Multan,264.0,501332.0,87.243.36.46,Debit,10.0,3.0,14.0,1.0,5.0,Yes,No,1.0,Yes,0.0,Normal,2,6,Sunday,9
666431.0,16182.0,2.0,9:23,2025-02-21,ATM,72125.0,Electronics,Islamabad,Lahore,209.0,178948.0,179.44.11.61,Credit,38.0,6.0,15.0,2.0,9.0,Yes,Yes,0.0,Yes,1.0,Normal,2,4,Friday,9
398048.0,74458.0,8.0,23:13,2025-03-21,ATM,64518.0,ATM,Multan,Islamabad,325.0,660040.0,142.217.152.104,Debit,37.0,3.0,9.0,1.0,5.0,No,Yes,0.0,No,0.0,Normal,3,4,Friday,23
158907.0,10643.0,4.0,10:50,2025-03-31,Online,46893.0,Restaurant,Lahore,Lahore,392.0,832368.0,109.250.98.244,Debit,25.0,6.0,8.0,1.0,8.0,Yes,Yes,0.0,No,0.0,Normal,3,0,Monday,10
554509.0,18091.0,6.0,5:02,2025-01-24,ATM,77791.0,Fuel,Dubai,Multan,71.0,123792.0,89.129.131.218,Credit,22.0,3.0,17.0,4.0,8.0,No,No,1.0,No,0.0,Normal,1,4,Friday,5
164671.0,48667.0,4.0,4:44,2025-03-10,ATM,15508.0,Grocery,Multan,Lahore,112.0,190307.0,232.28.121.98,Debit,34.0,3.0,3.0,3.0,1.0,Yes,Yes,2.0,Yes,0.0,Normal,3,0,Monday,4
598876.0,67881.0,4.0,21:46,2025-01-20,ATM,24026.0,Restaurant,Dubai,Karachi,324.0,233716.0,240.255.186.212,Debit,6.0,1.0,9.0,3.0,3.0,Yes,Yes,1.0,No,1.0,Normal,1,0,Monday,21
608260.0,36684.0,3.0,8:41,2025-04-01,ATM,70708.0,Electronics,London,Lahore,102.0,916225.0,218.51.111.247,Credit,7.0,1.0,2.0,3.0,8.0,Yes,No,1.0,No,1.0,Normal,4,1,Tuesday,8
316072.0,38366.0,6.0,12:59,2025-04-21,ATM,49810.0,Clothing,Singapore,Lahore,368.0,102677.0,200.71.175.49,Debit,37.0,5.0,5.0,4.0,1.0,No,Yes,1.0,No,1.0,Fraud,4,0,Monday,12
546960.0,49616.0,7.0,21:40,2025-02-15,ATM,67979.0,Electronics,Dubai,Lahore,422.0,516597.0,16.176.114.55,Debit,30.0,6.0,4.0,3.0,7.0,No,Yes,1.0,No,1.0,Normal,2,5,Saturday,21
116657.0,38543.0,5.0,17:26,2025-02-03,ATM,29494.0,ATM,Bangkok,Multan,240.0,172799.0,70.163.181.4,Debit,9.0,3.0,22.0,5.0,5.0,Yes,No,1.0,Yes,0.0,Normal,2,0,Monday,17
955092.0,96324.0,7.0,12:54,2025-04-23,POS,23851.0,Fuel,Multan,Karachi,419.0,687286.0,120.223.157.68,Debit,33.0,4.0,10.0,5.0,2.0,No,No,0.0,Yes,1.0,Normal,4,2,Wednesday,12
476664.0,58144.0,9.0,21:53,2025-03-06,ATM,24778.0,Restaurant,Bangkok,Faisalabad,135.0,178786.0,81.44.110.177,Credit,24.0,5.0,20.0,3.0,9.0,Yes,Yes,2.0,No,1.0,Normal,3,3,Thursday,21
760776.0,59650.0,1.0,17:50,2025-04-01,Online,54922.0,Restaurant,Bangkok,Multan,174.0,630785.0,171.63.63.185,Credit,28.0,4.0,7.0,2.0,9.0,Yes,Yes,1.0,No,0.0,Normal,4,1,Tuesday,17
395688.0,25800.0,7.0,7:08,2025-04-12,Online,71004.0,Fuel,Kuala Lumpur,Karachi,372.0,693864.0,68.249.101.125,Credit,38.0,4.0,5.0,2.0,5.0,No,Yes,1.0,No,0.0,Normal,4,5,Saturday,7
343322.0,18248.0,5.0,7:57,2025-01-17,ATM,59235.0,Restaurant,Kuala Lumpur,Multan,301.0,600978.0,56.63.230.223,Debit,13.0,4.0,14.0,5.0,7.0,Yes,Yes,1.0,No,1.0,Normal,1,4,Friday,7
192400.0,40070.0,2.0,22:58,2025-04-25,Online,51966.0,Grocery,Islamabad,Lahore,479.0,209868.0,76.87.114.171,Debit,39.0,2.0,24.0,5.0,8.0,Yes,Yes,1.0,Yes,0.0,Normal,4,4,Friday,22
837324.0,47757.0,2.0,17:57,2025-04-11,POS,60981.0,Fuel,Karachi,Lahore,554.0,923520.0,181.220.187.50,Debit,6.0,3.0,8.0,2.0,4.0,No,No,0.0,No,0.0,Normal,4,4,Friday,17
504138.0,43787.0,7.0,5:42,2025-04-28,ATM,51034.0,Restaurant,Bangkok,Karachi,596.0,148504.0,83.96.225.159,Debit,8.0,4.0,9.0,3.0,7.0,No,Yes,1.0,No,1.0,Normal,4,0,Monday,5
122790.0,95013.0,8.0,5:27,2025-04-18,POS,94364.0,Fuel,Bangkok,Karachi,426.0,471725.0,17.171.152.222,Debit,8.0,2.0,15.0,5.0,8.0,No,No,0.0,No,1.0,Normal,4,4,Friday,5
346489.0,51180.0,9.0,12:59,2025-03-07,POS,95353.0,Clothing,Islamabad,Multan,471.0,526612.0,25.222.17.25,Credit,38.0,1.0,21.0,1.0,9.0,Yes,No,2.0,Yes,0.0,Normal,3,4,Friday,12
332618.0,29211.0,4.0,22:30,2025-01-08,Online,35360.0,ATM,Multan,Faisalabad,421.0,218615.0,1.223.32.117,Debit,31.0,6.0,6.0,4.0,8.0,No,No,0.0,No,1.0,Normal,1,2,Wednesday,22
683077.0,91927.0,2.0,13:19,2025-03-31,POS,49448.0,Restaurant,Kuala Lumpur,Faisalabad,351.0,939664.0,147.3.156.8,Credit,37.0,2.0,15.0,1.0,1.0,No,Yes,0.0,No,1.0,Normal,3,0,Monday,13
126002.0,90888.0,3.0,7:20,2025-02-03,ATM,57604.0,Fuel,Dubai,Multan,508.0,761740.0,52.13.247.11,Debit,7.0,6.0,15.0,5.0,6.0,No,Yes,2.0,Yes,0.0,Normal,2,0,Monday,7
